,text,emotion,polarity.POS,polarity.NEG,polarity.POS.NEG,polarity.BEST_FIT
536,bye ethan have a good sleep,joy,8.782322859,0.445453222,19.71547723,positive
537,haven t had a good night s sleep in about amp a potential freelance client meeting tomorrow after work another jo,joy,33.42175257,0.445453222,75.02864704,positive
538,an expert debunks some truly bonkers tips,unknown,17.22651516,9.47547004,1.818011675,neutral
539,sleep part one mirella,unknown,1.031277741,0.445453222,2.315120175,positive
540,just wanna sleep in a sunflower field and let bees sting me to death,unknown,9.47547004,17.81233968,0.531961001,negative
541,when are people gonna realise nicki has never been original lol she has always been an imitation of lil kim,unknown,8.782322859,0.445453222,19.71547723,positive
542,how being sleep deprived alters the brain connection that causes fear and anxiety,fear,1.031277741,27.53550368,0.037452656,negative
543,new airbus beds will let passengers sleep in the cargo hold cnnmoney,unknown,9.47547004,0.445453222,21.27152655,positive
544,i just wanna sleep,unknown,9.47547004,0.445453222,21.27152655,positive
545,lmao she won t really sleep like that but merlin can,joy,9.47547004,0.445453222,21.27152655,positive
546,i can t say for a fact but when the moon is in leo i always feel my best super energetic and outgo,unknown,33.42175257,8.782322859,3.80557093,positive
547,"here are the fevered sleep team s cultural highlights from the past week elliott went to amster",unknown,1.031277741,0.445453222,2.315120175,positive
548,another fantastic podcast from in this one he chats to dr ken berry about the importance of sleep a,surprise,17.22651516,0.445453222,38.67188361,positive
549,thinking of starting a series of the weird things that and i say in our sleep,unknown,1.031277741,9.47547004,0.108836579,negative
550,i m a lumberjack and i m ok i sleep all night and i work all day better than being a writer even of pip s claddi,unknown,25.67070746,0.445453222,57.62828998,positive
551,i find that i sometimes send an email immediately notice a mistake and then physically reach out to to r,unknown,8.782322859,9.47547004,0.926848254,negative
552,oh fuck off with the way khloe has been flaunting her pregnancy every,unknown,1.031277741,9.47547004,0.108836579,negative
553,i d be happy to sleep with my suitcase if i could lie flat,joy,9.47547004,9.47547004,1,neutral
554,you mean you ve watched but never watched hell there s so much to watch we can t,unknown,1.031277741,27.53550368,0.037452656,negative
555,"recording podcast tonight with questions and thoughts please fans expect me to w",joy,9.47547004,0.445453222,21.27152655,positive
556,eat your pillow you ll be able to sleep in regret that way,sadness,8.782322859,18.50548686,0.474579401,negative
557,good luck with upcoming exams make good sleep part of your prep,joy,17.22651516,0.445453222,38.67188361,positive
558,i had a dream and i saw teddy perkins i decided sleep isn t worth it,unknown,17.22651516,0.445453222,38.67188361,positive
559,i can sleep within direct sun light,unknown,8.782322859,0.445453222,19.71547723,positive
560,yoongi i miss you and i still do you re inactive in twitter so i m excited for your comeback i know you worked hard in,unknown,25.67070746,25.45606213,1.008431992,neutral
561,my love for jenny hval is pretty much limitless at this point check out the wonderful spells from her new ep the,joy,26.36385464,0.445453222,59.18433929,positive
562,"sleep is the best meditation dalai lamacome and book your sloth scientist place",unknown,9.47547004,9.47547004,1,neutral
563,yoongi i miss you and i still do you re inactive in twitter so i m excited for your comeback i know you worked h,unknown,25.67070746,17.1191925,1.49952794,neutral
564,not even the creepy daddies that still wanna sleep with her,unknown,8.782322859,0.445453222,19.71547723,positive
565,an absolute pleasure talking to about good sleep habits common sleep misconceptions amp all things sleep s,joy,17.22651516,9.47547004,1.818011675,neutral
566,apples and oranges no its based on the statement that the advice to jog caused an int,unknown,8.782322859,0.445453222,19.71547723,positive
567,looking forward to speaking with on at bst we ll discuss early birds night owls amp more thin,unknown,9.47547004,0.445453222,21.27152655,positive
568,imran khan has a single point agenda make me pm no matter what is the price he can sleep with a devil to become,anger,1.031277741,9.47547004,0.108836579,negative
569,i honestly cannot wait to sleep for literally a week after my last exam,unknown,9.47547004,9.47547004,1,neutral
570,i m on my th red bull of the day just watch me complain that i can t sleep later,unknown,17.22651516,18.50548686,0.930886893,negative
571,jenny hval announces new ep the long sleep unveils the soft jazz pop beauty of spells,unknown,9.47547004,9.47547004,1,neutral
572,rizzo blames bed may sleep on floor in cincy,anger,1.031277741,9.47547004,0.108836579,negative
573,is very destructive to people s physical relationships with partners and overall quality of l,unknown,1.031277741,9.47547004,0.108836579,negative
574,"here are the fevered sleep team s cultural highlights from the past week elliott went to",unknown,1.031277741,0.445453222,2.315120175,positive
575,loooool pull me back from the back of my collar and put me to sleep,unknown,8.782322859,0.445453222,19.71547723,positive
576,females wantingfucked free sleep sex porn,unknown,17.22651516,0.445453222,38.67188361,positive
577,i either sleep for hours or there s no in between,unknown,1.031277741,0.445453222,2.315120175,positive
578,okay so day without proper sleep and my face looks different my eyes are smaller and my cheeks are puffy bas,unknown,16.53336798,0.445453222,37.11583429,positive
579,i have been sleepy for so long that it is all i know about myself when i sleep i dream only of naps my eyes ache,unknown,17.22651516,18.50548686,0.930886893,negative
580,hot sleep free porn full,unknown,16.53336798,0.445453222,37.11583429,positive
581,i can help you to sleep nods,unknown,8.782322859,0.445453222,19.71547723,positive
582,always a pleasure to see you debbie big thank you for all the donations and the offer of breakfast items at our sl,unknown,17.91966234,0.445453222,40.22793292,positive
583,i think he ll be fine he seems quite in favour of some regulation i think it would actually help him,joy,33.42175257,0.445453222,75.02864704,positive
584,yeah i think as long as the terms are specified from the beginning and expectations are managed it s fine,unknown,17.22651516,9.47547004,1.818011675,neutral
585,hell i slept hours the other day not my proudest moment my whole body was aching when i finally woke up from b,unknown,9.47547004,9.47547004,1,neutral
586,i can t sleep it s am in los angeles which means it s am back in london which means i don t even know anymore,unknown,24.97756028,0.445453222,56.07224067,positive
587,your tweets aren t that bad gary sleep sound,sadness,8.782322859,9.47547004,0.926848254,negative
588,i will cry myself to sleep every single night the rest of my fucking life before i call you,unknown,9.47547004,18.50548686,0.512035707,negative
589,my problem is that i get so stressed that i just go to sleep,sadness,9.47547004,17.81233968,0.531961001,negative
590,peggy here is loving eye mask dog ownership amp sleep linked to longevity,joy,1.031277741,0.445453222,2.315120175,positive
591,my boss hasn t been seen in more than a week he s given two people a week holiday as well and when on the busiest,unknown,8.782322859,0.445453222,19.71547723,positive
592,first day back at work i had hours sleep last night and i still feel like my brain is collapsing,joy,25.67070746,9.47547004,2.709175096,positive
593,can t wait for four bongs so i can sleep,unknown,1.031277741,0.445453222,2.315120175,positive
594,why sleep is so important we might live in a world but we aren t people,joy,33.42175257,0.445453222,75.02864704,positive
595,r i p uncle ken thanks for being there sleep tight,unknown,1.031277741,0.445453222,2.315120175,positive
596,your memory with sleep matthew walker the why we sleep the new science of sleep a,unknown,1.031277741,0.445453222,2.315120175,positive
597,on the bus in front of other people why are you using a snooze shade over his pram in my day babies woul,unknown,1.031277741,0.445453222,2.315120175,positive
598,it is truly one of the most horrendous things and if you suffer from it regularly sleep deprivation can,fear,9.47547004,17.81233968,0.531961001,negative
599,pippa is an eight year old staffie x she s a very sweet and loyal girl who loves to be right by your side sh,unknown,24.2844131,0.445453222,54.51619135,positive
600,"delivery to  a bouquet of cherry blossomsnotes sleep well baby have a nice dream ily",unknown,24.97756028,0.445453222,56.07224067,positive
601,or when he beats u to sleep then doesn t wanna cuddle,unknown,1.031277741,0.445453222,2.315120175,positive
602,it s a blush affair,unknown,1.031277741,0.445453222,2.315120175,positive
603,not sure if it s having to get up early for my hospital appointment or the news i got there but i feel so drained just want to sleep,sadness,26.36385464,9.47547004,2.782326842,positive
604,"new show returns with a new ep the long sleep out th may be one of the first t",unknown,1.031277741,17.81233968,0.057896815,negative
605,lavender may help reduce menopausal symptoms such as hot flashes headaches and heart palpitations which is why w,joy,24.2844131,8.782322859,2.76514693,positive
606,when i m married inshaallah my husband will sleep in the cot and my child will sleep with me on the bed i just love babies so,anger,26.36385464,9.47547004,2.782326842,positive
607,my darkest fantasies that no one knows is that i have a black dildo i use every night before i sleep,unknown,1.031277741,8.782322859,0.117426535,negative
608,instead of a jail sentence a texas man agreed to be sentenced to sleep in an outdoors doghouse for consecu,unknown,1.031277741,0.445453222,2.315120175,positive
609,looking to improve your sleep this article in today s guardian has some good tips remember you can always chat to y,joy,24.2844131,0.445453222,54.51619135,positive
610,any experience making the sleep button work with win in order to get your pc out of sleep it work,sadness,24.97756028,9.47547004,2.63602335,positive
611,another fantastic podcast from in this one he chats to dr ken berry about the importance of sle,surprise,17.22651516,0.445453222,38.67188361,positive
612,omg wasn t very well last night and was watching live but had to rewatch it again today because i fell,joy,16.53336798,18.50548686,0.893430587,negative
613,hope your humans got some sleep last night take all the snuggles you can get they help with recovery,sadness,17.22651516,18.50548686,0.930886893,negative
614,great this will help me sleep at night,joy,25.67070746,0.445453222,57.62828998,positive
615,one of you please remind me to go to bed at about pm uk time i need more sleep now these builders are rocking up at am urgh,anger,9.47547004,8.782322859,1.078925267,neutral
616,"here we go with  only one more sleep until",unknown,1.031277741,0.445453222,2.315120175,positive
617,uno when you sleep sad and wake up sadder,sadness,1.031277741,9.47547004,0.108836579,negative
618,stigmabase sleep out to highlight double plight of those struggling with mental health and homelessness both m,unknown,9.47547004,9.47547004,1,neutral
619,was feeling really good about going home after work today and revising up until lunch now i can t wait to go home and sleep,joy,17.22651516,0.445453222,38.67188361,positive
620,i m years into the decade and i can tell you it s mainly more sleep stuff and terrible metabolism stuff,fear,1.031277741,18.50548686,0.055728215,negative
621,myers releasing consistent bangers don t sleep,unknown,8.782322859,0.445453222,19.71547723,positive
622,sleep well yawwwwwn,unknown,8.782322859,0.445453222,19.71547723,positive
623,listen to hours of airplane sounds on repeat i hear it s really nice and relaxing and helps you get to sleep,sadness,9.47547004,9.47547004,1,neutral
624,cranial osteopathy can it help your child sleep,unknown,8.782322859,9.47547004,0.926848254,negative
625,instead of him to just go to sleep in that hotel room he s out here embarrassing himself for likes mad,anger,9.47547004,18.50548686,0.512035707,negative
626,"health why women more than men can t sleep hormones and men snoring",unknown,1.031277741,0.445453222,2.315120175,positive
627,lol this time last year i was going to the gym atleast times a week and eating healthy today i woke up brushe,unknown,8.782322859,9.47547004,0.926848254,negative
628,it s clinically proven that pain of any kind is one of the most depression things the is alon,joy,9.47547004,17.81233968,0.531961001,negative
629,homeless couple sleep on stained mattress in middle of road in heartbreaking pic,joy,1.031277741,18.50548686,0.055728215,negative
630,union fantastic idea i didn t sleep a wink last night due to my illnesses so my brain was not a,surprise,17.91966234,9.47547004,1.891163421,neutral
631,sleep through day then we play all through the late niiight,unknown,1.031277741,0.445453222,2.315120175,positive
632,rest of us can safely go to sleep watching the cat gifs on social media once more i am of course right and if i m,joy,8.782322859,0.445453222,19.71547723,positive
633,you re my hero thanks for helping to send my little boy to sleep,joy,9.47547004,17.81233968,0.531961001,negative
634,i ve got no sleep at all,unknown,1.031277741,0.445453222,2.315120175,positive
635,skipping school to go straight home from work amp put my comfiest sweats on to sleep,unknown,17.22651516,0.445453222,38.67188361,positive
636,perhaps sleep under the table for safety good night,joy,8.782322859,0.445453222,19.71547723,positive
637,rest of us can safely go to sleep watching the cat gifs on social media once more i am of course right and i,joy,8.782322859,0.445453222,19.71547723,positive
638,wondering why you re still feeling so tired and it s only wednesday,disgust,1.031277741,9.47547004,0.108836579,negative
639,what better way to celebrate s milestone th birthday than delicious cakes click through fo,unknown,26.36385464,9.47547004,2.782326842,positive
640,i want to sleep,unknown,9.47547004,0.445453222,21.27152655,positive
641,hopefully i ve given him food for thought and if he doesn t know i ve sworn for him and that he will sleep in that,unknown,34.80804694,0.445453222,78.14074567,positive
642,from the lys technologies archives,unknown,1.031277741,0.445453222,2.315120175,positive
643,meet salvador and fernando the chinchillas possibly least purposeful pets as they sleep all day ye,unknown,9.47547004,8.782322859,1.078925267,neutral
644,damn well i m sure you have a lot of guys who wanna sleep with you lol,unknown,17.22651516,9.47547004,1.818011675,neutral
645,whether you re visiting with friends family or colleagues our spacious double rooms are all you need for,unknown,16.53336798,8.782322859,1.882573465,neutral
646,guide simple tweaks i wish i knew when i was struggling every night want more here,unknown,25.67070746,0.445453222,57.62828998,positive
647,"retweeted queen mary uni londn  sleep and eat well stay hydrated and take breaks whi",unknown,8.782322859,0.445453222,19.71547723,positive
648,people sleep in the iss with little issue although they use fans to blow air around so they don t suffocate,unknown,1.031277741,43.51609577,0.023698765,negative
649,these natural can help you get to from,sadness,16.53336798,9.47547004,1.744859929,neutral
650,"reading through my notes on sleep  rapid eye movement sleep eyes move rapidly",joy,1.031277741,0.445453222,2.315120175,positive
651,ah this sleep is a dangerous something you ll be typing on your laptop then hours later you re waking up and all your f,unknown,1.031277741,8.782322859,0.117426535,negative
652,to die to sleep no more,unknown,1.031277741,0.445453222,2.315120175,positive
653,that sound you can hear is all parents of babies and young children crying with sleep deprived laughter,unknown,8.782322859,18.50548686,0.474579401,negative
654,one more sleep until the london coffee guide is launched who s joining us at this weekend,unknown,1.031277741,0.445453222,2.315120175,positive
655,since sunday morning i ve had a grand total of hours sleep but they have been three mad and brilliant days with almos,anger,17.22651516,17.81233968,0.96711131,negative
656,more like sleep after that drowsiness,joy,9.47547004,0.445453222,21.27152655,positive
657,that hr sleep did work on my soul,unknown,9.47547004,0.445453222,21.27152655,positive
658,i just want to sleep,unknown,17.91966234,0.445453222,40.22793292,positive
659,here s my bunny blue enjoying a snooze it s amazing where he can sleep,sadness,9.47547004,0.445453222,21.27152655,positive
660,the ashbourne is a new pocket sprung mattress designed by award winning bed manufacturer especially for t,anger,17.22651516,0.445453222,38.67188361,positive
661,performing tracks from the amp album elevators act i amp ii joins us on saturday th august,unknown,8.782322859,0.445453222,19.71547723,positive
662,it s a condition don t be so offensive,disgust,1.031277741,8.782322859,0.117426535,negative
663,ughhhhh i just want to sleep but i have attendance points i need to get,sadness,17.91966234,17.81233968,1.006025186,neutral
664,chip van worst ever like a sauna in grease grease places that there shouldn t be grease no matter how much you washed,joy,17.91966234,9.47547004,1.891163421,neutral
665,a mattress topper can truly transform the way you sleep the heaven luxury supreme mattress topper from i,unknown,34.11489975,9.47547004,3.600338517,positive
666,i love that my bed shakes every night from the couple underneath me like don t worry about me honeys trying to get,joy,17.91966234,26.8423565,0.667589015,negative
667,"as a well spent day brings happy sleep so life well used brings happy death leonardo da vinci",joy,17.22651516,8.782322859,1.961498733,neutral
668,my mind and body are falling apart due to a horrific sleep pattern and it s driving me insane,fear,1.031277741,26.8423565,0.038419792,negative
669,i couldn t not post a pic of this the golden pavilion in kyoto what a stunner those shoguns knew how to live we,joy,16.53336798,0.445453222,37.11583429,positive
670,penny s new habit of waking up laying on me like a bed and going back to sleep i love it but,joy,25.67070746,0.445453222,57.62828998,positive
671,amyloid Î_ burden increases in the human hippocampus and thalamus after one night of sleep deprivation,unknown,1.031277741,9.47547004,0.108836579,negative
672,i don t know about you but i didn t need any sleep tonight anyway,unknown,9.47547004,8.782322859,1.078925267,neutral
673,i think i have been retweeting things in my sleep i woke up today to see that i had retweeted a picture of a chair i,unknown,17.91966234,0.445453222,40.22793292,positive
674,going into hospital for my overnight sleep study polysonograph doubt i ll be getting much with head to toe elec,unknown,1.031277741,9.47547004,0.108836579,negative
675,one of theresa mays flagship election promises was a pledge to cap energy bills for million families it wasn t a v,unknown,9.47547004,9.47547004,1,neutral
676,we need a lot more good leadership and leadership for good in our communities at grassroots level,joy,8.782322859,8.782322859,1,neutral
677,"day rechargeduring exam time it s that extra minute of sleep and that minute car journ",unknown,1.031277741,0.445453222,2.315120175,positive
678,it s s nd birthday so i spoke to founder amp ceo about collaboration sleep deprivation and le,unknown,1.031277741,0.445453222,2.315120175,positive
679,we go live tomorrow on facebook with dr katy munro at pm all about lifestyle including di,joy,8.782322859,0.445453222,19.71547723,positive
680,"this is tonight th april starts at pm pm a learn and share tips on how to get your young",sadness,1.031277741,9.47547004,0.108836579,negative
681,im so excited i cant sleep,unknown,9.47547004,0.445453222,21.27152655,positive
682,airbus wants to turn plane cargo holds into relaxation areas with beds and bars but is it safe,disgust,8.782322859,0.445453222,19.71547723,positive
683,the vogue guide to sleep,unknown,1.031277741,0.445453222,2.315120175,positive
684,the science of what is normal exactly,unknown,8.782322859,0.445453222,19.71547723,positive
685,yes to which they had responded that we had eaten before the fast started in a way you pile on chole bh,unknown,9.47547004,9.47547004,1,neutral
686,i rolled over and went back to sleep for a few hours that was pretty awesome,unknown,25.67070746,0.445453222,57.62828998,positive
687,the bamboo pillow s bedding products for infants are comfortable and learn more about the topic in,joy,8.782322859,0.445453222,19.71547723,positive
688,how do you make the sleep button get your pc out of sleep it puts win to sleep but doesn t wake it up afterwards any help,sadness,8.782322859,9.47547004,0.926848254,negative
689,the ashbourne is a new pocket sprung mattress designed by award winning bed manufacturer especially f,anger,17.22651516,0.445453222,38.67188361,positive
690,a sad day for us all at chelsea ray wilkins was one of our heroes he would have loved watching our under s win tonight,sadness,1.031277741,9.47547004,0.108836579,negative
691,is it rude to tell your cousin not to come over bc you wanna sleep,unknown,1.031277741,9.47547004,0.108836579,negative
692,bitch feels sleep deprived man,unknown,1.031277741,18.50548686,0.055728215,negative
693,i ve had hours sleep in days i m starting to feel like a zombie,joy,9.47547004,0.445453222,21.27152655,positive
694,we spend up to a third of our lives sleeping or trying to sleep and yet of adults say they suffer from insomn,sadness,1.031277741,17.1191925,0.060241027,negative
695,do i go out or stay at home and sleep and save money,unknown,1.031277741,0.445453222,2.315120175,positive
696,the sleep i m gonna have when i get home today can t wait,sadness,1.031277741,9.47547004,0.108836579,negative
697,don t sleep on things he does in the silent or in the night they re usually the most damaging or harmful or spitef,unknown,1.031277741,17.81233968,0.057896815,negative
698,on your next long haul flight you may be able to relax and sleep in airplane cargo holds but where does the lugga,unknown,16.53336798,18.50548686,0.893430587,negative
699,our publisher nick wells is on a panel this week at the london bookfair why we commissioned t,unknown,1.031277741,0.445453222,2.315120175,positive
700,ugh the struggle of waking up early i know it well lol i just got the twins off to school so now i m,unknown,25.67070746,18.50548686,1.387194385,neutral
701,sleep deprived and shattered,unknown,1.031277741,9.47547004,0.108836579,negative
702,health benefits of cherries,unknown,8.782322859,0.445453222,19.71547723,positive
703,hardly i m just wondering why you re in my flat we re you watching me sleep you silly guardian angel you,unknown,24.97756028,18.50548686,1.349738079,neutral
704,"please advise  a volunteer falls asleep with an airtight gag e g duct tape over their mouth  later their",joy,9.47547004,0.445453222,21.27152655,positive
705,number of royal baby traditions crowds wait outside of the hospital for the birth to happen they have even be,unknown,8.782322859,8.782322859,1,neutral
706,i really really loved sleep no more,unknown,1.031277741,0.445453222,2.315120175,positive
707,monsta x manages to sell out world tours but korea continues to sleep on them,unknown,9.47547004,0.445453222,21.27152655,positive
708,my paternal uncle the prayer leader of the village is off to hatyai tomorrow since friday happens to be song kran,unknown,1.031277741,0.445453222,2.315120175,positive
709,"shadows don t sleep on these last pair i need to complete the trio will you cop or",unknown,9.47547004,26.14920931,0.362361627,negative
710,i was feeling bare moody down last night and with a good sleep i m all good so far sleep really is the best medicine,joy,17.22651516,26.8423565,0.641766127,negative
711,fucking everyday lower sperm sleep voyeur,unknown,8.782322859,0.445453222,19.71547723,positive
712,planet spa sleep serenity pillow mist,unknown,9.47547004,0.445453222,21.27152655,positive
713,sleep sex gifs nepali small school girl fucking video,unknown,9.47547004,0.445453222,21.27152655,positive
714,me sleeping in too long knowing damn well im not gonna be able to sleep later for early work tomorrow,unknown,24.97756028,18.50548686,1.349738079,neutral
715,we had to do this long ago when i took our baby son from stockholm to vermont in november upon return,unknown,1.031277741,9.47547004,0.108836579,negative
716,what i swear i sleep for a few hours and everything happens,unknown,1.031277741,9.47547004,0.108836579,negative
717,my sleep got interrupted twice i m still sleepy,unknown,1.031277741,0.445453222,2.315120175,positive
718,how the world sleeps sleep customs from different cultures,unknown,9.47547004,0.445453222,21.27152655,positive
719,not cool is it at work too but i think i had more sleep than u xx,unknown,17.91966234,0.445453222,40.22793292,positive
720,seeing people do sign language on tv at am made me question if they even sleep,unknown,8.782322859,9.47547004,0.926848254,negative
721,more sleep than me always ignore reviews you don t like have pudding with lunch,joy,9.47547004,8.782322859,1.078925267,neutral
722,i m going back to sleep this is too rude,unknown,8.782322859,9.47547004,0.926848254,negative
723,seven ways to improve your sleep,unknown,8.782322859,0.445453222,19.71547723,positive
724,it s s nd birthday so i spoke to founder amp ceo about collaboration sleep deprivation an,unknown,1.031277741,0.445453222,2.315120175,positive
725,that s great to hear especially the sleep thing,joy,17.91966234,0.445453222,40.22793292,positive
726,"Ø´Ø§Ø_Ø± Ù…Ù_ÙÅØ±Ù…Ø§Ù_Ø¯ i need your company tonightsomething in youlet up heaven in methe feeling wont let me sleepcoz i",unknown,17.22651516,8.782322859,1.961498733,neutral
727,i had the strangest sleep ever,unknown,9.47547004,9.47547004,1,neutral
728,no sleep in my body,unknown,1.031277741,0.445453222,2.315120175,positive
729,wake up to this adorable snoozingÂ  embroidered duvet cover exclusively designed for sleep organic and,unknown,9.47547004,0.445453222,21.27152655,positive
730,"stress is caused by being here but wanting to be there eckhart tolle",unknown,1.031277741,9.47547004,0.108836579,negative
731,lool shh no one noticed this is what happens when you don t sleep you lose all track of time,unknown,1.031277741,8.782322859,0.117426535,negative
732,some great tips for unwinding at the end of the day reading and journaling work for me,joy,17.91966234,0.445453222,40.22793292,positive
733,big big mood only haven t gone to sleep in the first place because of it,unknown,9.47547004,9.47547004,1,neutral
734,why getting a good night s sleep can improve leadership skills,joy,16.53336798,0.445453222,37.11583429,positive
735,haven t had decent sleep in days,unknown,17.22651516,0.445453222,38.67188361,positive
736,morning hr sleep to recover from jet lag feel worse have days of meetings ahead meh,unknown,8.782322859,17.81233968,0.493047125,negative
737,i m really going back to sleep,unknown,8.782322859,0.445453222,19.71547723,positive
738,i may immediately go back to sleep but it still works in theory,unknown,8.782322859,0.445453222,19.71547723,positive
739,best sleep ever til the sun woke me up i love my new life so much the calm is so peaceful all i need now is t,joy,41.86594487,8.782322859,4.767069663,positive
740,trying to find time to play games after all the wrestlemania week shows and working in between i ve had hours sl,unknown,1.031277741,8.782322859,0.117426535,negative
741,featured apartment floor to ceiling windows looking over the harbour our houthavens apartments are the only choic,unknown,1.031277741,9.47547004,0.108836579,negative
742,omg i bet and like having a full night of sleep being warm not anxious wow what a good feeling,joy,33.42175257,9.47547004,3.527186771,positive
743,woke up at am and that was it hours sleep,unknown,1.031277741,0.445453222,2.315120175,positive
744,"confession time not very proud of this but at insomnia i was convinced that joshua tate or little t was there",joy,9.47547004,18.50548686,0.512035707,negative
745,the intro to medicine by harry styles sounds a lot like the intro to how do you sleep by himalayas and idk what to,joy,9.47547004,0.445453222,21.27152655,positive
746,goodnight all i m going to sleep with a very happy but heavy heart is just phenomenal ï¸è enjoy the tour t,joy,41.86594487,0.445453222,93.98505341,positive
747,they tell you to sleep more but keep suggesting the pub,unknown,1.031277741,0.445453222,2.315120175,positive
748,not enough sleep,unknown,1.031277741,0.445453222,2.315120175,positive
749,so many things on my mind rn amp i just want to sleep it away am ï¸è,unknown,17.91966234,8.782322859,2.040424,positive
750,these areas would have beds and bars that passengers can make use of during long haul flights,unknown,1.031277741,9.47547004,0.108836579,negative
751,there s nothing to be afraid of the dark sometimes darkness is a good thing when you want to go to sleep,fear,17.22651516,26.14920931,0.658777669,negative
752,we re conducting a new citizen science research project at about fill out the survey here,unknown,1.031277741,0.445453222,2.315120175,positive
753,i swear training companies send boring teachers on purpose to put everyone to sleep,unknown,9.47547004,18.50548686,0.512035707,negative
754,they sleep the sleep of the inhuman they have no souls they are not human they are inhuman,unknown,1.031277741,9.47547004,0.108836579,negative
755,why am i more tired when i sleep like a normal human being,disgust,17.22651516,9.47547004,1.818011675,neutral
756,"prayer is better than sleep prayer is better than sleep prayer is better than sleep prayer is better than sleep prayer is be",unknown,9.47547004,0.445453222,21.27152655,positive
757,nestled away in the very heart of central southern italy you can find a beautiful enchanted land as well as sleep,joy,33.42175257,0.445453222,75.02864704,positive
758,we were on a break you tried to sleep with david as well or did you forget,unknown,8.782322859,17.81233968,0.493047125,negative
759,going into hospital for my overnight sleep study polysonograph doubt i ll be getting much with head to to,unknown,1.031277741,9.47547004,0.108836579,negative
760,can t sleep think like a bee w,joy,17.91966234,0.445453222,40.22793292,positive
761,during exam season it s really important to look after yourself making sure that you eat sleep and rest well can not,unknown,32.72860539,0.445453222,73.47259773,positive
762,don t agree with this logic at all just because you don t know owe me nothing is why you,unknown,34.11489975,0.445453222,76.58469635,positive
763,chale why not ye be wu nti yenda is what my mother always says sorry bad twi we will die so shall we,sadness,9.47547004,26.8423565,0.353004403,negative
764,cos i m tired and go back to sleep i take my phone with me tho and wake myself up with the phone light,disgust,16.53336798,9.47547004,1.744859929,neutral
765,just because i m partying down on your hog like it s a disco dance floor does not mean i want to sleep with you,joy,34.11489975,18.50548686,1.843501877,neutral
766,"trust incoming trex tobasco epthis one you can t sleep on trust",unknown,8.782322859,0.445453222,19.71547723,positive
767,i had a nightmare that i couldn t sleep then i woke up i think was i ever asleep,unknown,17.91966234,9.47547004,1.891163421,neutral
768,why do i do morning shifts when i know i m going to sleep throughout it anyway,unknown,9.47547004,0.445453222,21.27152655,positive
769,me amp a friend put our phones on the table he has a facebook account amp i do not we discuss that i ve been looking,joy,8.782322859,8.782322859,1,neutral
770,peter sleep blog on losing sleep amp holding nerve when the aap funds were launched in the middle of th,unknown,1.031277741,9.47547004,0.108836579,negative
771,i can t sleep it s am in los angeles which means it s am back in london which means i don t even know anymo,unknown,24.97756028,0.445453222,56.07224067,positive
772,chale why not ye be wu nti yenda is what my mother always says sorry bad twi we will die so shall,sadness,9.47547004,26.8423565,0.353004403,negative
773,chip van worst ever like a sauna in grease grease places that there shouldn t be grease no matter how much you,joy,17.91966234,9.47547004,1.891163421,neutral
774,may i go back to sleep now,unknown,8.782322859,0.445453222,19.71547723,positive
775,it is important to get ample amount of sleep so your immune system stays intact visit,sadness,24.2844131,9.47547004,2.562871604,positive
776,"sommeil m sleepla plupart des parties du cerveau restent actives pendant le sommeil  most areas of the brain",unknown,1.031277741,0.445453222,2.315120175,positive
777,sleep and obesity from the course preventing childhood obesity,unknown,1.031277741,0.445453222,2.315120175,positive
778,that s what i m saying infact i d go on some real oyinbo psycho shit i d kill everyone in the house b,unknown,8.782322859,8.782322859,1,neutral
779,i has the best sleep last night yet i m still tired fml,disgust,9.47547004,18.50548686,0.512035707,negative
780,aw he s so gorgeous thanks layla xx hope you had a good sleep xx,joy,25.67070746,0.445453222,57.62828998,positive
781,quieton sleep review counting sheep not doing the trick maybe these noise cancelling earbuds will help you get some shutey,sadness,17.22651516,18.50548686,0.930886893,negative
782,me going to sleep at am just to watch him getting killed and not even getting a vlog pisses me off,unknown,17.22651516,9.47547004,1.818011675,neutral
783,why don t laptops charge in their sleep that would be a cool feature,joy,1.031277741,0.445453222,2.315120175,positive
784,visit my month old nephew he s shattered but won t sleep i put on and we dance around the kitchen,unknown,8.782322859,0.445453222,19.71547723,positive
785,i m barely coping on hours sleep already been to work today then i have to be back at work at am have to eat,unknown,17.22651516,17.1191925,1.006269143,neutral
786,well i cant sleep but find me in hours sat in harrods staff canteen crying over plates of chips,unknown,8.782322859,0.445453222,19.71547723,positive
787,my hormones are allllllll over the shop today don t know whether to cry sleep or eat a bucket of chips,unknown,9.47547004,9.47547004,1,neutral
788,good sleep under valued power behind top performers,joy,16.53336798,0.445453222,37.11583429,positive
789,i ll give big cudle hope you do a sleep well soft thing,unknown,17.22651516,0.445453222,38.67188361,positive
790,shout out to for the kind words,joy,9.47547004,0.445453222,21.27152655,positive
791,i jus wanna be a cat eat sleep n get attention,joy,1.031277741,9.47547004,0.108836579,negative
792,all i wanna do is sleep,unknown,1.031277741,0.445453222,2.315120175,positive
793,how to fake hours sleep the model way,unknown,1.031277741,18.50548686,0.055728215,negative
794,lmao it s not that i want to sleep my body clock won t let me,unknown,9.47547004,0.445453222,21.27152655,positive
795,i m entering,unknown,1.031277741,0.445453222,2.315120175,positive
796,awful nights sleep last night at horrible hotel in manchester but at least now there s screaming kids in the qui,fear,1.031277741,35.87237331,0.028748523,negative
